x,y,magnitude,phase,coherence,r_param,basin_type
0,0,1.0886941078068488,1.5202847801027841,0.013996333914968817,1.2,Stable Basin
0,1,1.0889606840124726,0.961339918422273,0.013996333914968817,1.2,Stable Basin
0,2,1.0911257227702456,0.5084787351522273,0.013996333914968817,1.2,Stable Basin
0,3,1.0914078705191204,0.18402083097856753,0.013996333914968817,1.2,Stable Basin
0,4,1.0911793175526023,-0.06365725300853438,0.013996333914968817,1.2,Stable Basin
0,5,1.0910324959470499,-0.2626560351415456,0.013996333914968817,1.2,Stable Basin
0,6,1.0904730212367224,-0.44082008111702004,0.013996333914968817,1.2,Stable Basin
0,7,1.0900867643508299,-0.6491777848395648,0.013996333914968817,1.2,Stable Basin
0,8,1.0915460459843909,-0.942006146047765,0.013996333914968817,1.2,Stable Basin
0,9,1.0922635367554046,-1.3433579935986135,0.013996333914968817,1.2,Stable Basin
0,10,1.0932653714908216,-1.5778493493013397,0.013996333914968817,1.2,Stable Basin
0,11,1.0946199238684893,-1.5979323536548997,0.013996333914968817,1.2,Stable Basin
0,12,1.0932477261377755,-1.4256657958162582,0.013996333914968817,1.2,Stable Basin
0,13,1.0913896816978668,-1.3777437705304336,0.013996333914968817,1.2,Stable Basin
0,14,1.0835300609326994,-1.5122549436113004,0.013996333914968817,1.2,Stable Basin
0,15,1.0542439248936655,-1.967759185970268,0.013996333914968817,1.2,Stable Basin
0,16,1.056803284459883,-3.1155748070798843,0.013996333914968817,1.2,Stable Basin
0,17,1.0892887708073564,3.031488930892665,0.013996333914968817,1.2,Stable Basin
0,18,1.0922247920564383,-3.092219285083682,0.013996333914968817,1.2,Stable Basin
0,19,1.0930789764211688,-2.8275736307568664,0.013996333914968817,1.2,Stable Basin
0,20,1.0939684278206734,-2.5462214319010217,0.013996333914968817,1.2,Stable Basin
0,21,1.0942154663256665,-2.288041208426496,0.013996333914968817,1.2,Stable Basin
0,22,1.094118691303,-2.0695624543372486,0.013996333914968817,1.2,Stable Basin
0,23,1.0929959198020556,-1.8526193264746158,0.013996333914968817,1.2,Stable Basin
0,24,1.0903824400744155,-1.5571793906367972,0.013996333914968817,1.2,Stable Basin
0,25,1.0899223465665178,-1.1069243566451719,0.013996333914968817,1.2,Stable Basin
0,26,1.0899611739039285,-0.8799957112087711,0.013996333914968817,1.2,Stable Basin
0,27,1.0923885119930272,-0.9469463110915375,0.013996333914968817,1.2,Stable Basin
0,28,1.09400587855322,-1.23125677923083,0.013996333914968817,1.2,Stable Basin
0,29,1.091373799018559,-1.5527708840837793,0.013996333914968817,1.2,Stable Basin
0,30,1.0826958697316982,-2.00165921277135,0.013996333914968817,1.2,Stable Basin
0,31,1.0754732985967028,-2.903726677447933,0.013996333914968817,1.2,Stable Basin
0,32,1.0806314739867038,3.111478611428903,0.013996333914968817,1.2,Stable Basin
0,33,1.0591910670012692,-2.9723159010503046,0.013996333914968817,1.2,Stable Basin
0,34,1.0568388846865293,-1.9834706410238137,0.013996333914968817,1.2,Stable Basin
0,35,1.0841961500370207,-1.848614602214744,0.013996333914968817,1.2,Stable Basin
0,36,1.0884262376143388,-2.1049953199400964,0.013996333914968817,1.2,Stable Basin
0,37,1.0903817726151896,-2.457948025028698,0.013996333914968817,1.2,Stable Basin
0,38,1.0929858334725897,-2.7256827022253143,0.013996333914968817,1.2,Stable Basin
0,39,1.0939180111196625,-2.858678475891499,0.013996333914968817,1.2,Stable Basin
0,40,1.0961142210960217,-2.865984338093501,0.013996333914968817,1.2,Stable Basin
0,41,1.0955021890777124,-2.8117729891824395,0.013996333914968817,1.2,Stable Basin
0,42,1.0959047768353911,-2.7725908340044616,0.013996333914968817,1.2,Stable Basin
0,43,1.0950060637753736,-2.7701886800295576,0.013996333914968817,1.2,Stable Basin
0,44,1.0944795700862517,-2.769039275469055,0.013996333914968817,1.2,Stable Basin
0,45,1.093145954472073,-2.6632248999229633,0.013996333914968817,1.2,Stable Basin
0,46,1.0875539086597357,-2.3368319677376777,0.013996333914968817,1.2,Stable Basin
0,47,1.0862827541326094,-1.6827128933268463,0.013996333914968817,1.2,Stable Basin
0,48,1.090654138481077,-1.2703140472604915,0.013996333914968817,1.2,Stable Basin
0,49,1.0934577017498233,-1.0770347495270256,0.013996333914968817,1.2,Stable Basin
0,50,1.0935078601767882,-1.0134398902037782,0.013996333914968817,1.2,Stable Basin
0,51,1.09383068964709,-0.9868659678612332,0.013996333914968817,1.2,Stable Basin
0,52,1.0912594000221028,-0.8727335144229534,0.013996333914968817,1.2,Stable Basin
0,53,1.0861391827843776,-0.5253090739935534,0.013996333914968817,1.2,Stable Basin
0,54,1.0875664657669677,0.17042828981225758,0.013996333914968817,1.2,Stable Basin
0,55,1.0930814436587526,0.566228919255124,0.013996333914968817,1.2,Stable Basin
0,56,1.094535231406436,0.7377894930000555,0.013996333914968817,1.2,Stable Basin
0,57,1.0941762705110132,0.7909047248127001,0.013996333914968817,1.2,Stable Basin
0,58,1.0911313741962294,0.8164736462457038,0.013996333914968817,1.2,Stable Basin
0,59,1.070591913014344,1.0341614621077377,0.013996333914968817,1.2,Stable Basin
0,60,1.0584407582615831,2.0601886401487097,0.013996333914968817,1.2,Stable Basin
0,61,1.0863641623603608,2.3597535365662132,0.013996333914968817,1.2,Stable Basin
0,62,1.0926102092176828,2.2903826966336323,0.013996333914968817,1.2,Stable Basin
0,63,1.0910786281609506,2.003244608458334,0.013996333914968817,1.2,Stable Basin
1,0,1.0847919390131582,1.4240269719777932,0.013996333914968817,1.2,Stable Basin
1,1,1.0872223964440226,0.7891720667546909,0.013996333914968817,1.2,Stable Basin
1,2,1.0894300311514422,0.27894115996891866,0.013996333914968817,1.2,Stable Basin
1,3,1.0901237186245216,-0.11820374008602721,0.013996333914968817,1.2,Stable Basin
1,4,1.089972989787107,-0.43959697211833776,0.013996333914968817,1.2,Stable Basin
1,5,1.089702543314077,-0.6929883013114642,0.013996333914968817,1.2,Stable Basin
1,6,1.089422464126841,-0.8782174545073841,0.013996333914968817,1.2,Stable Basin
1,7,1.092087680235186,-1.0318470386904774,0.013996333914968817,1.2,Stable Basin
1,8,1.093361958357868,-1.1945452686902045,0.013996333914968817,1.2,Stable Basin
1,9,1.0942652605832934,-1.3850489118168063,0.013996333914968817,1.2,Stable Basin
1,10,1.0949807899446224,-1.530709491094635,0.013996333914968817,1.2,Stable Basin
1,11,1.095023214433353,-1.5985023369882574,0.013996333914968817,1.2,Stable Basin
1,12,1.0948160892854066,-1.6089923434423057,0.013996333914968817,1.2,Stable Basin
1,13,1.0936691371736875,-1.679090933555214,0.013996333914968817,1.2,Stable Basin
1,14,1.0923906056687245,-1.8681493172604478,0.013996333914968817,1.2,Stable Basin
1,15,1.0903094875919082,-2.216257744622675,0.013996333914968817,1.2,Stable Basin
1,16,1.089553142706805,-2.6818474587925754,0.013996333914968817,1.2,Stable Basin
1,17,1.0921008834731847,-2.8339867671667798,0.013996333914968817,1.2,Stable Basin
1,18,1.0935125550398073,-2.7769888799885663,0.013996333914968817,1.2,Stable Basin
1,19,1.0937189036021384,-2.6124496578617182,0.013996333914968817,1.2,Stable Basin
1,20,1.093897029881019,-2.419761978817331,0.013996333914968817,1.2,Stable Basin
1,21,1.0955050299351183,-2.2513664157842967,0.013996333914968817,1.2,Stable Basin
1,22,1.0943340892601834,-2.1271951461046625,0.013996333914968817,1.2,Stable Basin
1,23,1.090888875700133,-2.0109189166316455,0.013996333914968817,1.2,Stable Basin
1,24,1.0730418574791256,-1.743415300055188,0.013996333914968817,1.2,Stable Basin
1,25,1.0411819606425374,-0.7769123652792029,0.013996333914968817,1.2,Stable Basin
1,26,1.0723514519202948,-0.36120717195785157,0.013996333914968817,1.2,Stable Basin
1,27,1.0827801674042357,-0.5940426364714817,0.013996333914968817,1.2,Stable Basin
1,28,1.0882473235874013,-1.2129412665122965,0.013996333914968817,1.2,Stable Basin
1,29,1.090429649897932,-1.6525957865886574,0.013996333914968817,1.2,Stable Basin
1,30,1.0903593964966403,-2.0535393880548867,0.013996333914968817,1.2,Stable Basin
1,31,1.0907565788704132,-2.4880127212029137,0.013996333914968817,1.2,Stable Basin
1,32,1.0905615159543605,-2.656306009745653,0.013996333914968817,1.2,Stable Basin
1,33,1.09230951062805,-2.572128170043247,0.013996333914968817,1.2,Stable Basin
1,34,1.092732442182246,-2.297727955849267,0.013996333914968817,1.2,Stable Basin
1,35,1.0922299555554682,-2.2925414981123255,0.013996333914968817,1.2,Stable Basin
1,36,1.0902873665270079,-2.513209468241558,0.013996333914968817,1.2,Stable Basin
1,37,1.0910855112383517,-2.8025908022574013,0.013996333914968817,1.2,Stable Basin
1,38,1.0931717830040002,-3.0108809062427353,0.013996333914968817,1.2,Stable Basin
1,39,1.0941997450288758,-3.0840371242333653,0.013996333914968817,1.2,Stable Basin
1,40,1.094027407502205,-3.004284606158257,0.013996333914968817,1.2,Stable Basin
1,41,1.0954076576449159,-2.832635012065685,0.013996333914968817,1.2,Stable Basin
1,42,1.0952135401204188,-2.7319731223588115,0.013996333914968817,1.2,Stable Basin
1,43,1.095325365507497,-2.7659316015847275,0.013996333914968817,1.2,Stable Basin
1,44,1.0951363906200542,-2.8853169383524446,0.013996333914968817,1.2,Stable Basin
